Borja	givenname	0	1	
Börje	givenname	0	1	
Boros	givenname	0	1	
Borromäus	givenname	0	1	
Borut	givenname	0	1	
Botond	givenname	0	1	
Boubacar	givenname	0	1	
Boureima	givenname	0	1	
Božena	givenname	0	1	
Bradley	givenname	0	1	
Brandy	givenname	0	1	
Branislav	givenname	0	1	
Breandán	givenname	0	1	
Brenda	givenname	0	1	
Brendan	givenname	0	1	
Brent	givenname	0	1	
Brian	givenname	0	1	
Briana	givenname	0	1	
Brianna	givenname	0	1	
Bridget	givenname	0	1	
Brigitte	givenname	0	1	
Bringfriede	givenname	0	1	
Brita	givenname	0	1	
Britt	givenname	0	1	
Britta	givenname	0	1	
Brittany	givenname	0	1	
Bronisław	givenname	0	1	
Brooke	givenname	0	1	
Bruce	givenname	0	1	
Brun	givenname	0	1	
Brunhild	givenname	0	1	
Bruno	givenname	0	1	
Bryan	givenname	0	1	
Bud	givenname	0	1	
Budak	givenname	0	1	
Buenaventura	givenname	0	1	
Bulcsú	givenname	0	1	
Bülent	givenname	0	1	
Bulut	givenname	0	1	
Burak	givenname	0	1	
Burghard	givenname	0	1	
Burhan	givenname	0	1	
Burim	givenname	0	1	
Burkhard	givenname	0	1	
Büşra	givenname	0	1	
Busso	givenname	0	1	
Butes	givenname	0	1	
Cäcilie	givenname	0	1	
Caecilia	givenname	0	1	
Caesarius	givenname	0	1	
Çağatay	givenname	0	1	
Caio	givenname	0	1	
Caius	givenname	0	1	
Çakar	givenname	0	1	
Çakır	givenname	0	1	
Calle	givenname	0	1	
Callista	givenname	0	1	
Callum	givenname	0	1	
Calvin	givenname	0	1	
Cameron	givenname	0	1	
Camilla	givenname	0	1	
Camille	givenname	0	1	
Can	givenname	0	1	
Canan	givenname	0	1	
Candan	givenname	0	1	
Candice	givenname	0	1	
Candid	givenname	0	1	
Candida	givenname	0	1	
Candidus	givenname	0	1	
Caner	givenname	0	1	
Cansu	givenname	0	1	
Cara	givenname	0	1	
Carina	givenname	0	1	
Carles	givenname	0	1	
Carletta	givenname	0	1	
Carlo	givenname	0	1	
Carlos	givenname	0	1	
Carmelo	givenname	0	1	
Carmen	givenname	0	1	
Carmine	givenname	0	1	
Carol	givenname	0	1	
Caroline	givenname	0	1	
Carsten	givenname	0	1	
Carter	givenname	0	1	
Cathal	givenname	0	1	
Catharine	givenname	0	1	
Catherine	givenname	0	1	
Cavit	givenname	0	1	
Cécile	givenname	0	1	
Cedric	givenname	0	1	
Cédric	givenname	0	1	
Cees	givenname	0	1	
Celia	givenname	0	1	
Çelik	givenname	0	1	
Celina	givenname	0	1	
Céline	givenname	0	1	
Celso	givenname	0	1	
Cem	givenname	0	1	
Cemal	givenname	0	1	
Cemil	givenname	0	1	
Cemile	givenname	0	1	
Cengiz	givenname	0	1	
Cenk	givenname	0	1	
Cenred	givenname	0	1	
Ceolwulf	givenname	0	1	
César	givenname	0	1	
Cesare	givenname	0	1	
Çetin	givenname	0	1	
Cevat	givenname	0	1	
Cevdet	givenname	0	1	
Ceyhun	givenname	0	1	
Ceylan	givenname	0	1	
Cezary	givenname	0	1	
Chad	givenname	0	1	
Chadli	givenname	0	1	
Chaim	givenname	0	1	
Chalid	givenname	0	1	
Chantal	givenname	0	1	
Charlene	givenname	0	1	
Charles	givenname	0	1	
Charlotta	givenname	0	1	
Charlotte	givenname	0	1	
Chase	givenname	0	1	
Chauki	givenname	0	1	
Chay	givenname	0	1	
Chaz	givenname	0	1	
Chelidonis	givenname	0	1	
Chelsea	givenname	0	1	
Cherif	givenname	0	1	
Chérif	givenname	0	1	
Cherubino	givenname	0	1	
Cheryl	givenname	0	1	
Chesney	givenname	0	1	
Cheyenne	givenname	0	1	
Chiemo	givenname	0	1	
Chilonis	givenname	0	1	
Chlodwig	givenname	0	1	
Chloe	givenname	0	1	
Christa	givenname	0	1	
